STATION_ID,TIME_TAG PST (Z+8),PREDICTION,VEGA
VANCOUVER HARBOUR,2021-06-24 01:41,,4.3710
VANCOUVER HARBOUR,2021-06-24 01:42,,4.3770
VANCOUVER HARBOUR,2021-06-24 01:43,,4.3810
VANCOUVER HARBOUR,2021-06-24 01:44,,4.3840
VANCOUVER HARBOUR,2021-06-24 01:45,4.1950,4.3930
VANCOUVER HARBOUR,2021-06-24 01:46,,4.4020
VANCOUVER HARBOUR,2021-06-24 01:47,,4.4020
VANCOUVER HARBOUR,2021-06-24 01:48,,4.4040
VANCOUVER HARBOUR,2021-06-24 01:49,,4.4110
VANCOUVER HARBOUR,2021-06-24 01:50,4.2190,4.4180
VANCOUVER HARBOUR,2021-06-24 01:51,,4.4240
VANCOUVER HARBOUR,2021-06-24 01:52,,4.4280
VANCOUVER HARBOUR,2021-06-24 01:53,,4.43
VANCOUVER HARBOUR,2021-06-24 01:54,,4.4370
VANCOUVER HARBOUR,2021-06-24 01:55,4.2430,4.4420
VANCOUVER HARBOUR,2021-06-24 01:56,,4.4450
VANCOUVER HARBOUR,2021-06-24 01:57,,4.4450
VANCOUVER HARBOUR,2021-06-24 01:58,,4.4540
VANCOUVER HARBOUR,2021-06-24 01:59,,4.4610
VANCOUVER HARBOUR,2021-06-24 02:00,4.2660,4.4660
VANCOUVER HARBOUR,2021-06-24 02:01,,4.47
VANCOUVER HARBOUR,2021-06-24 02:02,,4.4730
VANCOUVER HARBOUR,2021-06-24 02:03,,4.4770
VANCOUVER HARBOUR,2021-06-24 02:04,,4.4830
VANCOUVER HARBOUR,2021-06-24 02:05,4.2880,4.4890
VANCOUVER HARBOUR,2021-06-24 02:06,,4.4890
VANCOUVER HARBOUR,2021-06-24 02:07,,4.4920
VANCOUVER HARBOUR,2021-06-24 02:08,,4.4990
VANCOUVER HARBOUR,2021-06-24 02:09,,4.5030
VANCOUVER HARBOUR,2021-06-24 02:10,4.3090,4.5090
VANCOUVER HARBOUR,2021-06-24 02:11,,4.5110
VANCOUVER HARBOUR,2021-06-24 02:12,,4.5150
VANCOUVER HARBOUR,2021-06-24 02:13,,4.5170
VANCOUVER HARBOUR,2021-06-24 02:14,,4.5270
VANCOUVER HARBOUR,2021-06-24 02:15,4.33,4.5290
VANCOUVER HARBOUR,2021-06-24 02:16,,4.5340
VANCOUVER HARBOUR,2021-06-24 02:17,,4.5390
VANCOUVER HARBOUR,2021-06-24 02:18,,4.5440
VANCOUVER HARBOUR,2021-06-24 02:19,,4.5460
VANCOUVER HARBOUR,2021-06-24 02:20,4.3490,4.5460
VANCOUVER HARBOUR,2021-06-24 02:21,,4.5490
VANCOUVER HARBOUR,2021-06-24 02:22,,4.5580
VANCOUVER HARBOUR,2021-06-24 02:23,,4.5650
VANCOUVER HARBOUR,2021-06-24 02:24,,4.5680
VANCOUVER HARBOUR,2021-06-24 02:25,4.3680,4.5680
VANCOUVER HARBOUR,2021-06-24 02:26,,4.5720
VANCOUVER HARBOUR,2021-06-24 02:27,,4.5790
VANCOUVER HARBOUR,2021-06-24 02:28,,4.5810
VANCOUVER HARBOUR,2021-06-24 02:29,,4.5860
VANCOUVER HARBOUR,2021-06-24 02:30,4.3860,4.5910
VANCOUVER HARBOUR,2021-06-24 02:31,,4.5950
VANCOUVER HARBOUR,2021-06-24 02:32,,4.6010
VANCOUVER HARBOUR,2021-06-24 02:33,,4.6020
VANCOUVER HARBOUR,2021-06-24 02:34,,4.6050
VANCOUVER HARBOUR,2021-06-24 02:35,4.4020,4.6080
VANCOUVER HARBOUR,2021-06-24 02:36,,4.6120
VANCOUVER HARBOUR,2021-06-24 02:37,,4.6170
VANCOUVER HARBOUR,2021-06-24 02:38,,4.6220
VANCOUVER HARBOUR,2021-06-24 02:39,,4.6260
VANCOUVER HARBOUR,2021-06-24 02:40,4.4180,4.6240
VANCOUVER HARBOUR,2021-06-24 02:41,,4.6310
VANCOUVER HARBOUR,2021-06-24 02:42,,4.6340
VANCOUVER HARBOUR,2021-06-24 02:43,,4.6360
VANCOUVER HARBOUR,2021-06-24 02:44,,4.6350
VANCOUVER HARBOUR,2021-06-24 02:45,4.4320,4.6380
VANCOUVER HARBOUR,2021-06-24 02:46,,4.6450
VANCOUVER HARBOUR,2021-06-24 02:47,,4.6480
VANCOUVER HARBOUR,2021-06-24 02:48,,4.6480
VANCOUVER HARBOUR,2021-06-24 02:49,,4.6530
VANCOUVER HARBOUR,2021-06-24 02:50,4.4460,4.6520
VANCOUVER HARBOUR,2021-06-24 02:51,,4.6540
VANCOUVER HARBOUR,2021-06-24 02:52,,4.6540
VANCOUVER HARBOUR,2021-06-24 02:53,,4.66
VANCOUVER HARBOUR,2021-06-24 02:54,,4.6610
VANCOUVER HARBOUR,2021-06-24 02:55,4.4580,4.6670
VANCOUVER HARBOUR,2021-06-24 02:56,,4.6680
VANCOUVER HARBOUR,2021-06-24 02:57,,4.6670
VANCOUVER HARBOUR,2021-06-24 02:58,,4.6670
VANCOUVER HARBOUR,2021-06-24 02:59,,4.6690
VANCOUVER HARBOUR,2021-06-24 03:00,4.4680,4.6730
VANCOUVER HARBOUR,2021-06-24 03:01,,4.6760
VANCOUVER HARBOUR,2021-06-24 03:02,,4.6780
VANCOUVER HARBOUR,2021-06-24 03:03,,4.68
VANCOUVER HARBOUR,2021-06-24 03:04,,4.6830
VANCOUVER HARBOUR,2021-06-24 03:05,4.4770,4.6850
VANCOUVER HARBOUR,2021-06-24 03:06,,4.6850
VANCOUVER HARBOUR,2021-06-24 03:07,,4.6850
VANCOUVER HARBOUR,2021-06-24 03:08,,4.6920
VANCOUVER HARBOUR,2021-06-24 03:09,,4.69
VANCOUVER HARBOUR,2021-06-24 03:10,4.4850,4.69
VANCOUVER HARBOUR,2021-06-24 03:11,,4.6930
VANCOUVER HARBOUR,2021-06-24 03:12,,4.6950
VANCOUVER HARBOUR,2021-06-24 03:13,,4.70
VANCOUVER HARBOUR,2021-06-24 03:14,,4.7010
VANCOUVER HARBOUR,2021-06-24 03:15,4.4910,4.7010
VANCOUVER HARBOUR,2021-06-24 03:16,,4.7010
VANCOUVER HARBOUR,2021-06-24 03:17,,4.7040
VANCOUVER HARBOUR,2021-06-24 03:18,,4.7060
VANCOUVER HARBOUR,2021-06-24 03:19,,4.7090
VANCOUVER HARBOUR,2021-06-24 03:20,4.4960,4.7110
VANCOUVER HARBOUR,2021-06-24 03:21,,4.7110
VANCOUVER HARBOUR,2021-06-24 03:22,,4.7140
VANCOUVER HARBOUR,2021-06-24 03:23,,4.7130
VANCOUVER HARBOUR,2021-06-24 03:24,,4.7140
VANCOUVER HARBOUR,2021-06-24 03:25,4.4990,4.7150
VANCOUVER HARBOUR,2021-06-24 03:26,,4.7140
VANCOUVER HARBOUR,2021-06-24 03:27,,4.7150
VANCOUVER HARBOUR,2021-06-24 03:28,,4.7130
VANCOUVER HARBOUR,2021-06-24 03:29,,4.7140
VANCOUVER HARBOUR,2021-06-24 03:30,4.50,4.7180
VANCOUVER HARBOUR,2021-06-24 03:31,,4.7160
VANCOUVER HARBOUR,2021-06-24 03:32,,4.7160
VANCOUVER HARBOUR,2021-06-24 03:33,,4.7180
VANCOUVER HARBOUR,2021-06-24 03:34,,4.7160
VANCOUVER HARBOUR,2021-06-24 03:35,4.4990,4.7130
VANCOUVER HARBOUR,2021-06-24 03:36,,4.7130
VANCOUVER HARBOUR,2021-06-24 03:37,,4.7110
VANCOUVER HARBOUR,2021-06-24 03:38,,4.7120
VANCOUVER HARBOUR,2021-06-24 03:39,,4.7080
VANCOUVER HARBOUR,2021-06-24 03:40,4.4960,4.7090
VANCOUVER HARBOUR,2021-06-24 03:41,,4.7070
VANCOUVER HARBOUR,2021-06-24 03:42,,4.7070
VANCOUVER HARBOUR,2021-06-24 03:43,,4.7060
VANCOUVER HARBOUR,2021-06-24 03:44,,4.7070
VANCOUVER HARBOUR,2021-06-24 03:45,4.4910,4.7040
VANCOUVER HARBOUR,2021-06-24 03:46,,4.70
VANCOUVER HARBOUR,2021-06-24 03:47,,4.6950
VANCOUVER HARBOUR,2021-06-24 03:48,,4.6970
VANCOUVER HARBOUR,2021-06-24 03:49,,4.6930
VANCOUVER HARBOUR,2021-06-24 03:50,4.4840,4.6940
VANCOUVER HARBOUR,2021-06-24 03:51,,4.6920
VANCOUVER HARBOUR,2021-06-24 03:52,,4.6880
VANCOUVER HARBOUR,2021-06-24 03:53,,4.6880
VANCOUVER HARBOUR,2021-06-24 03:54,,4.6870
VANCOUVER HARBOUR,2021-06-24 03:55,4.4750,4.6820
VANCOUVER HARBOUR,2021-06-24 03:56,,4.6730
VANCOUVER HARBOUR,2021-06-24 03:57,,4.6710
VANCOUVER HARBOUR,2021-06-24 03:58,,4.6740
VANCOUVER HARBOUR,2021-06-24 03:59,,4.6680
VANCOUVER HARBOUR,2021-06-24 04:00,4.4640,4.6680
VANCOUVER HARBOUR,2021-06-24 04:01,,4.6670
VANCOUVER HARBOUR,2021-06-24 04:02,,4.6670
VANCOUVER HARBOUR,2021-06-24 04:03,,4.66
VANCOUVER HARBOUR,2021-06-24 04:04,,4.65
VANCOUVER HARBOUR,2021-06-24 04:05,4.4510,4.65
VANCOUVER HARBOUR,2021-06-24 04:06,,4.6540
VANCOUVER HARBOUR,2021-06-24 04:07,,4.6570
VANCOUVER HARBOUR,2021-06-24 04:08,,4.6450
VANCOUVER HARBOUR,2021-06-24 04:09,,4.6310
VANCOUVER HARBOUR,2021-06-24 04:10,4.4350,4.6310
VANCOUVER HARBOUR,2021-06-24 04:11,,4.6310
VANCOUVER HARBOUR,2021-06-24 04:12,,4.6310
VANCOUVER HARBOUR,2021-06-24 04:13,,4.6270
VANCOUVER HARBOUR,2021-06-24 04:14,,4.6240
VANCOUVER HARBOUR,2021-06-24 04:15,4.4180,4.6150
VANCOUVER HARBOUR,2021-06-24 04:16,,4.6070
VANCOUVER HARBOUR,2021-06-24 04:17,,4.6030
VANCOUVER HARBOUR,2021-06-24 04:18,,4.6030
VANCOUVER HARBOUR,2021-06-24 04:19,,4.5980
VANCOUVER HARBOUR,2021-06-24 04:20,4.3980,4.5930
VANCOUVER HARBOUR,2021-06-24 04:21,,4.5890
VANCOUVER HARBOUR,2021-06-24 04:22,,4.5840
VANCOUVER HARBOUR,2021-06-24 04:23,,4.5720
VANCOUVER HARBOUR,2021-06-24 04:24,,4.5670
VANCOUVER HARBOUR,2021-06-24 04:25,4.3750,4.5650
VANCOUVER HARBOUR,2021-06-24 04:26,,4.5630
VANCOUVER HARBOUR,2021-06-24 04:27,,4.5550
VANCOUVER HARBOUR,2021-06-24 04:28,,4.5460
VANCOUVER HARBOUR,2021-06-24 04:29,,4.5420
VANCOUVER HARBOUR,2021-06-24 04:30,4.35,4.5370
VANCOUVER HARBOUR,2021-06-24 04:31,,4.53
VANCOUVER HARBOUR,2021-06-24 04:32,,4.52
VANCOUVER HARBOUR,2021-06-24 04:33,,4.5130
VANCOUVER HARBOUR,2021-06-24 04:34,,4.51
VANCOUVER HARBOUR,2021-06-24 04:35,4.3240,4.5060
VANCOUVER HARBOUR,2021-06-24 04:36,,4.4940
VANCOUVER HARBOUR,2021-06-24 04:37,,4.4830
VANCOUVER HARBOUR,2021-06-24 04:38,,4.4780
VANCOUVER HARBOUR,2021-06-24 04:39,,4.4760
VANCOUVER HARBOUR,2021-06-24 04:40,4.2940,4.4660
VANCOUVER HARBOUR,2021-06-24 04:41,,4.4570
VANCOUVER HARBOUR,2021-06-24 04:42,,4.45
VANCOUVER HARBOUR,2021-06-24 04:43,,4.4430
VANCOUVER HARBOUR,2021-06-24 04:44,,4.4330
VANCOUVER HARBOUR,2021-06-24 04:45,4.2630,4.4240
VANCOUVER HARBOUR,2021-06-24 04:46,,4.4170
VANCOUVER HARBOUR,2021-06-24 04:47,,4.4140
VANCOUVER HARBOUR,2021-06-24 04:48,,4.4070
VANCOUVER HARBOUR,2021-06-24 04:49,,4.3970
VANCOUVER HARBOUR,2021-06-24 04:50,4.2290,4.3810
VANCOUVER HARBOUR,2021-06-24 04:51,,4.3740
VANCOUVER HARBOUR,2021-06-24 04:52,,4.3670
VANCOUVER HARBOUR,2021-06-24 04:53,,4.3620
VANCOUVER HARBOUR,2021-06-24 04:54,,4.3510
VANCOUVER HARBOUR,2021-06-24 04:55,4.1930,4.3380
VANCOUVER HARBOUR,2021-06-24 04:56,,4.3310
VANCOUVER HARBOUR,2021-06-24 04:57,,4.3310
VANCOUVER HARBOUR,2021-06-24 04:58,,4.3290
VANCOUVER HARBOUR,2021-06-24 04:59,,4.3150
VANCOUVER HARBOUR,2021-06-24 05:00,4.1550,4.3030
VANCOUVER HARBOUR,2021-06-24 05:01,,4.2920
VANCOUVER HARBOUR,2021-06-24 05:02,,4.2890
VANCOUVER HARBOUR,2021-06-24 05:03,,4.2790
VANCOUVER HARBOUR,2021-06-24 05:04,,4.2670
VANCOUVER HARBOUR,2021-06-24 05:05,4.1150,4.2610
VANCOUVER HARBOUR,2021-06-24 05:06,,4.2560
VANCOUVER HARBOUR,2021-06-24 05:07,,4.2490
VANCOUVER HARBOUR,2021-06-24 05:08,,4.2370
VANCOUVER HARBOUR,2021-06-24 05:09,,4.2260
VANCOUVER HARBOUR,2021-06-24 05:10,4.0720,4.2140
VANCOUVER HARBOUR,2021-06-24 05:11,,4.2110
VANCOUVER HARBOUR,2021-06-24 05:12,,4.20
VANCOUVER HARBOUR,2021-06-24 05:13,,4.1930
VANCOUVER HARBOUR,2021-06-24 05:14,,4.1870
VANCOUVER HARBOUR,2021-06-24 05:15,4.0280,4.1680
VANCOUVER HARBOUR,2021-06-24 05:16,,4.1690
VANCOUVER HARBOUR,2021-06-24 05:17,,4.1570
VANCOUVER HARBOUR,2021-06-24 05:18,,4.1450
VANCOUVER HARBOUR,2021-06-24 05:19,,4.1340
VANCOUVER HARBOUR,2021-06-24 05:20,3.9820,4.1210
VANCOUVER HARBOUR,2021-06-24 05:21,,4.1140
VANCOUVER HARBOUR,2021-06-24 05:22,,4.1050
VANCOUVER HARBOUR,2021-06-24 05:23,,4.0910
VANCOUVER HARBOUR,2021-06-24 05:24,,4.0820
VANCOUVER HARBOUR,2021-06-24 05:25,3.9330,4.0720
VANCOUVER HARBOUR,2021-06-24 05:26,,4.0650
VANCOUVER HARBOUR,2021-06-24 05:27,,4.0530
VANCOUVER HARBOUR,2021-06-24 05:28,,4.0370
VANCOUVER HARBOUR,2021-06-24 05:29,,4.0270
VANCOUVER HARBOUR,2021-06-24 05:30,3.8830,4.02
VANCOUVER HARBOUR,2021-06-24 05:31,,4.0090
VANCOUVER HARBOUR,2021-06-24 05:32,,3.9940
VANCOUVER HARBOUR,2021-06-24 05:33,,3.9850
VANCOUVER HARBOUR,2021-06-24 05:34,,3.9760
VANCOUVER HARBOUR,2021-06-24 05:35,3.8320,3.9630
VANCOUVER HARBOUR,2021-06-24 05:36,,3.95
VANCOUVER HARBOUR,2021-06-24 05:37,,3.9370
VANCOUVER HARBOUR,2021-06-24 05:38,,3.9280
VANCOUVER HARBOUR,2021-06-24 05:39,,3.9180
VANCOUVER HARBOUR,2021-06-24 05:40,3.7780,3.9050
VANCOUVER HARBOUR,2021-06-24 05:41,,3.8950
VANCOUVER HARBOUR,2021-06-24 05:42,,3.8830
VANCOUVER HARBOUR,2021-06-24 05:43,,3.8740
VANCOUVER HARBOUR,2021-06-24 05:44,,3.8620
VANCOUVER HARBOUR,2021-06-24 05:45,3.7240,3.8480
VANCOUVER HARBOUR,2021-06-24 05:46,,3.8360
VANCOUVER HARBOUR,2021-06-24 05:47,,3.8270
VANCOUVER HARBOUR,2021-06-24 05:48,,3.81
VANCOUVER HARBOUR,2021-06-24 05:49,,3.8030
VANCOUVER HARBOUR,2021-06-24 05:50,3.6670,3.7940
VANCOUVER HARBOUR,2021-06-24 05:51,,3.7840
VANCOUVER HARBOUR,2021-06-24 05:52,,3.7730
VANCOUVER HARBOUR,2021-06-24 05:53,,3.7590
VANCOUVER HARBOUR,2021-06-24 05:54,,3.7490
VANCOUVER HARBOUR,2021-06-24 05:55,3.6090,3.7340
VANCOUVER HARBOUR,2021-06-24 05:56,,3.7230
VANCOUVER HARBOUR,2021-06-24 05:57,,3.7110
VANCOUVER HARBOUR,2021-06-24 05:58,,3.7040
VANCOUVER HARBOUR,2021-06-24 05:59,,3.6950
VANCOUVER HARBOUR,2021-06-24 06:00,3.55,3.6850
VANCOUVER HARBOUR,2021-06-24 06:01,,3.6730
VANCOUVER HARBOUR,2021-06-24 06:02,,3.6640
VANCOUVER HARBOUR,2021-06-24 06:03,,3.6540
VANCOUVER HARBOUR,2021-06-24 06:04,,3.6420
VANCOUVER HARBOUR,2021-06-24 06:05,3.49,3.6310
VANCOUVER HARBOUR,2021-06-24 06:06,,3.6170
VANCOUVER HARBOUR,2021-06-24 06:07,,3.6080
VANCOUVER HARBOUR,2021-06-24 06:08,,3.5980
VANCOUVER HARBOUR,2021-06-24 06:09,,3.5880
VANCOUVER HARBOUR,2021-06-24 06:10,3.4290,3.5750
VANCOUVER HARBOUR,2021-06-24 06:11,,3.5680
VANCOUVER HARBOUR,2021-06-24 06:12,,3.56
VANCOUVER HARBOUR,2021-06-24 06:13,,3.5460
VANCOUVER HARBOUR,2021-06-24 06:14,,3.53
VANCOUVER HARBOUR,2021-06-24 06:15,3.3660,3.52
VANCOUVER HARBOUR,2021-06-24 06:16,,3.5130
VANCOUVER HARBOUR,2021-06-24 06:17,,3.4990
VANCOUVER HARBOUR,2021-06-24 06:18,,3.49
VANCOUVER HARBOUR,2021-06-24 06:19,,3.4760
VANCOUVER HARBOUR,2021-06-24 06:20,3.3030,3.4660
VANCOUVER HARBOUR,2021-06-24 06:21,,3.4580
VANCOUVER HARBOUR,2021-06-24 06:22,,3.4350
VANCOUVER HARBOUR,2021-06-24 06:23,,3.4280
VANCOUVER HARBOUR,2021-06-24 06:24,,3.4140
VANCOUVER HARBOUR,2021-06-24 06:25,3.2380,3.4050
VANCOUVER HARBOUR,2021-06-24 06:26,,3.3920
VANCOUVER HARBOUR,2021-06-24 06:27,,3.3810
VANCOUVER HARBOUR,2021-06-24 06:28,,3.3760
VANCOUVER HARBOUR,2021-06-24 06:29,,3.3580
VANCOUVER HARBOUR,2021-06-24 06:30,3.1730,3.3450
VANCOUVER HARBOUR,2021-06-24 06:31,,3.3320
VANCOUVER HARBOUR,2021-06-24 06:32,,3.3190
VANCOUVER HARBOUR,2021-06-24 06:33,,3.3030
VANCOUVER HARBOUR,2021-06-24 06:34,,3.2920
VANCOUVER HARBOUR,2021-06-24 06:35,3.1070,3.2810
VANCOUVER HARBOUR,2021-06-24 06:36,,3.2680
VANCOUVER HARBOUR,2021-06-24 06:37,,3.2580
VANCOUVER HARBOUR,2021-06-24 06:38,,3.2440
VANCOUVER HARBOUR,2021-06-24 06:39,,3.2270
VANCOUVER HARBOUR,2021-06-24 06:40,3.0410,3.2140
VANCOUVER HARBOUR,2021-06-24 06:41,,3.2040
VANCOUVER HARBOUR,2021-06-24 06:42,,3.1920
VANCOUVER HARBOUR,2021-06-24 06:43,,3.1780
VANCOUVER HARBOUR,2021-06-24 06:44,,3.1640
VANCOUVER HARBOUR,2021-06-24 06:45,2.9740,3.1540
VANCOUVER HARBOUR,2021-06-24 06:46,,3.1420
VANCOUVER HARBOUR,2021-06-24 06:47,,3.1280
VANCOUVER HARBOUR,2021-06-24 06:48,,3.1140
VANCOUVER HARBOUR,2021-06-24 06:49,,3.1030
VANCOUVER HARBOUR,2021-06-24 06:50,2.9060,3.0860
VANCOUVER HARBOUR,2021-06-24 06:51,,3.0690
VANCOUVER HARBOUR,2021-06-24 06:52,,3.0560
VANCOUVER HARBOUR,2021-06-24 06:53,,3.05
VANCOUVER HARBOUR,2021-06-24 06:54,,3.0350
VANCOUVER HARBOUR,2021-06-24 06:55,2.8380,3.0230
VANCOUVER HARBOUR,2021-06-24 06:56,,3.0130
VANCOUVER HARBOUR,2021-06-24 06:57,,2.9990
VANCOUVER HARBOUR,2021-06-24 06:58,,2.9850
VANCOUVER HARBOUR,2021-06-24 06:59,,2.9710
VANCOUVER HARBOUR,2021-06-24 07:00,2.7690,2.9580
VANCOUVER HARBOUR,2021-06-24 07:01,,2.9470
VANCOUVER HARBOUR,2021-06-24 07:02,,2.9320
VANCOUVER HARBOUR,2021-06-24 07:03,,2.9230
VANCOUVER HARBOUR,2021-06-24 07:04,,2.91
VANCOUVER HARBOUR,2021-06-24 07:05,2.70,2.8950
VANCOUVER HARBOUR,2021-06-24 07:06,,2.88
VANCOUVER HARBOUR,2021-06-24 07:07,,2.8670
VANCOUVER HARBOUR,2021-06-24 07:08,,2.8520
VANCOUVER HARBOUR,2021-06-24 07:09,,2.8410
VANCOUVER HARBOUR,2021-06-24 07:10,2.6310,2.8270
VANCOUVER HARBOUR,2021-06-24 07:11,,2.8120
VANCOUVER HARBOUR,2021-06-24 07:12,,2.8010
VANCOUVER HARBOUR,2021-06-24 07:13,,2.7890
VANCOUVER HARBOUR,2021-06-24 07:14,,2.7770
VANCOUVER HARBOUR,2021-06-24 07:15,2.5620,2.7590
VANCOUVER HARBOUR,2021-06-24 07:16,,2.7410
VANCOUVER HARBOUR,2021-06-24 07:17,,2.7320
VANCOUVER HARBOUR,2021-06-24 07:18,,2.7210
